action,component_id,component_kind,contingency_id,source_record
OPEN BRANCH FROM BUS    235 TO BUS    407 CIRCUIT 1,branch_235_407_1,branch,L_000235WARD0-000407BEECHISLAND10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    235 TO BUS    407 CIRCUIT 1
OPEN BRANCH FROM BUS    236 TO BUS    106 CIRCUIT 1,branch_236_106_1,branch,L_000236WARD1-000106JOHNSTON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    236 TO BUS    106 CIRCUIT 1
OPEN BRANCH FROM BUS    238 TO BUS     46 CIRCUIT 1,branch_238_46_1,branch,L_000238MOORE0-000046WOODRUFF0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    238 TO BUS     46 CIRCUIT 1
OPEN BRANCH FROM BUS    238 TO BUS    152 CIRCUIT 1,branch_238_152_1,branch,L_000238MOORE0-000152SPARTANBURG51C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    238 TO BUS    152 CIRCUIT 1
OPEN BRANCH FROM BUS    240 TO BUS     74 CIRCUIT 1,branch_240_74_1,branch,L_000240WILLISTON0-000074SPRINGFIELD0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    240 TO BUS     74 CIRCUIT 1
OPEN BRANCH FROM BUS    240 TO BUS    272 CIRCUIT 1,branch_240_272_1,branch,L_000240WILLISTON0-000272RIDGESPRING1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    240 TO BUS    272 CIRCUIT 1
OPEN BRANCH FROM BUS    242 TO BUS    287 CIRCUIT 1,branch_242_287_1,branch,L_000242COLUMBIA70-000287HOPKINS0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    242 TO BUS    287 CIRCUIT 1
OPEN BRANCH FROM BUS    242 TO BUS    320 CIRCUIT 1,branch_242_320_1,branch,L_000242COLUMBIA70-000320COLUMBIA40C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    242 TO BUS    320 CIRCUIT 1
OPEN BRANCH FROM BUS    244 TO BUS    426 CIRCUIT 1,branch_244_426_1,branch,L_000244WATERLOO0-000426HODGES1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    244 TO BUS    426 CIRCUIT 1
OPEN BRANCH FROM BUS    246 TO BUS    332 CIRCUIT 1,branch_246_332_1,branch,L_000246BLACKSBURG10-000332CONVERSE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    246 TO BUS    332 CIRCUIT 1
OPEN BRANCH FROM BUS    246 TO BUS    471 CIRCUIT 1,branch_246_471_1,branch,L_000246BLACKSBURG10-000471SPARTANBURG20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    246 TO BUS    471 CIRCUIT 1
OPEN BRANCH FROM BUS    251 TO BUS    360 CIRCUIT 1,branch_251_360_1,branch,L_000251TAYLORS0-000360SPARTANBURG30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    251 TO BUS    360 CIRCUIT 1
OPEN BRANCH FROM BUS    253 TO BUS    119 CIRCUIT 1,branch_253_119_1,branch,L_000253GREENVILLE40-000119GREENVILLE70C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    253 TO BUS    119 CIRCUIT 1
OPEN BRANCH FROM BUS    253 TO BUS    347 CIRCUIT 1,branch_253_347_1,branch,L_000253GREENVILLE40-000347GREENVILLE20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    253 TO BUS    347 CIRCUIT 1
OPEN BRANCH FROM BUS    253 TO BUS    417 CIRCUIT 1,branch_253_417_1,branch,L_000253GREENVILLE40-000417TRAVELERSREST0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    253 TO BUS    417 CIRCUIT 1
OPEN BRANCH FROM BUS    260 TO BUS    166 CIRCUIT 1,branch_260_166_1,branch,L_000260SALEM10-000166SALEM21C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    260 TO BUS    166 CIRCUIT 1
OPEN BRANCH FROM BUS    262 TO BUS    232 CIRCUIT 1,branch_262_232_1,branch,L_000262COLUMBIA60-000232WESTCOLUMBIA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    262 TO BUS    232 CIRCUIT 1
OPEN BRANCH FROM BUS    263 TO BUS    276 CIRCUIT 1,branch_263_276_1,branch,L_000263COLUMBIA61-000276COLUMBIA50C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    263 TO BUS    276 CIRCUIT 1
OPEN BRANCH FROM BUS    263 TO BUS    326 CIRCUIT 1,branch_263_326_1,branch,L_000263COLUMBIA61-000326COLUMBIA30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    263 TO BUS    326 CIRCUIT 1
OPEN BRANCH FROM BUS    263 TO BUS    476 CIRCUIT 1,branch_263_476_1,branch,L_000263COLUMBIA61-000476COLUMBIA20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    263 TO BUS    476 CIRCUIT 1
OPEN BRANCH FROM BUS    263 TO BUS    491 CIRCUIT 1,branch_263_491_1,branch,L_000263COLUMBIA61-000491COLUMBIA10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    263 TO BUS    491 CIRCUIT 1
OPEN BRANCH FROM BUS    267 TO BUS     31 CIRCUIT 1,branch_267_31_1,branch,L_000267AIKEN10-000031WINDSOR0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    267 TO BUS     31 CIRCUIT 1
OPEN BRANCH FROM BUS    269 TO BUS     93 CIRCUIT 1,branch_269_93_1,branch,L_000269POMARIA0-000093BLAIR0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    269 TO BUS     93 CIRCUIT 1
OPEN BRANCH FROM BUS    272 TO BUS     85 CIRCUIT 1,branch_272_85_1,branch,L_000272RIDGESPRING1-000085AIKEN30C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    272 TO BUS     85 CIRCUIT 1
OPEN BRANCH FROM BUS    274 TO BUS    110 CIRCUIT 1,branch_274_110_1,branch,L_000274GAFFNEY10-000110GAFFNEY20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    274 TO BUS    110 CIRCUIT 1
OPEN BRANCH FROM BUS    276 TO BUS    320 CIRCUIT 1,branch_276_320_1,branch,L_000276COLUMBIA50-000320COLUMBIA40C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    276 TO BUS    320 CIRCUIT 1
OPEN BRANCH FROM BUS    276 TO BUS    485 CIRCUIT 1,branch_276_485_1,branch,L_000276COLUMBIA50-000485WESTCOLUMBIA20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    276 TO BUS    485 CIRCUIT 1
OPEN BRANCH FROM BUS    279 TO BUS    340 CIRCUIT 1,branch_279_340_1,branch,L_000279MARIETTA0-000340LANDRUM0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    279 TO BUS    340 CIRCUIT 1
OPEN BRANCH FROM BUS    279 TO BUS    468 CIRCUIT 1,branch_279_468_1,branch,L_000279MARIETTA0-000468CLEVELAND0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    279 TO BUS    468 CIRCUIT 1
OPEN BRANCH FROM BUS    281 TO BUS    328 CIRCUIT 1,branch_281_328_1,branch,L_000281ANDERSON20-000328PENDLETON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    281 TO BUS    328 CIRCUIT 1
OPEN BRANCH FROM BUS    281 TO BUS    384 CIRCUIT 1,branch_281_384_1,branch,L_000281ANDERSON20-000384WILLIAMSTON20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    281 TO BUS    384 CIRCUIT 1
OPEN BRANCH FROM BUS    283 TO BUS    236 CIRCUIT 1,branch_283_236_1,branch,L_000283SALUDA0-000236WARD1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    283 TO BUS    236 CIRCUIT 1
OPEN BRANCH FROM BUS    285 TO BUS    230 CIRCUIT 1,branch_285_230_1,branch,L_000285FAIRPLAY0-000230WESTMINSTER10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    285 TO BUS    230 CIRCUIT 1
OPEN BRANCH FROM BUS    285 TO BUS    487 CIRCUIT 1,branch_285_487_1,branch,L_000285FAIRPLAY0-000487TOWNVILLE0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    285 TO BUS    487 CIRCUIT 1
OPEN BRANCH FROM BUS    287 TO BUS     62 CIRCUIT 1,branch_287_62_1,branch,L_000287HOPKINS0-000062BELTON20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    287 TO BUS     62 CIRCUIT 1
OPEN BRANCH FROM BUS    287 TO BUS    415 CIRCUIT 1,branch_287_415_1,branch,L_000287HOPKINS0-000415GADSDEN0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    287 TO BUS    415 CIRCUIT 1
OPEN BRANCH FROM BUS    287 TO BUS    476 CIRCUIT 1,branch_287_476_1,branch,L_000287HOPKINS0-000476COLUMBIA20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    287 TO BUS    476 CIRCUIT 1
OPEN BRANCH FROM BUS    293 TO BUS    149 CIRCUIT 1,branch_293_149_1,branch,L_000293EDGEFIELD0-000149MODOC0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    293 TO BUS    149 CIRCUIT 1
OPEN BRANCH FROM BUS    295 TO BUS    447 CIRCUIT 1,branch_295_447_1,branch,L_000295BUFFALO0-000447UNION20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    295 TO BUS    447 CIRCUIT 1
OPEN BRANCH FROM BUS    297 TO BUS    440 CIRCUIT 1,branch_297_440_1,branch,L_000297WARESHOALS0-000440WILLIAMSTON10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    297 TO BUS    440 CIRCUIT 1
OPEN BRANCH FROM BUS    298 TO BUS    426 CIRCUIT 1,branch_298_426_1,branch,L_000298WARESHOALS1-000426HODGES1C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    298 TO BUS    426 CIRCUIT 1
OPEN BRANCH FROM BUS    300 TO BUS    141 CIRCUIT 1,branch_300_141_1,branch,L_000300YORK10-000141ROCKHILL20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    300 TO BUS    141 CIRCUIT 1
OPEN BRANCH FROM BUS    300 TO BUS    478 CIRCUIT 1,branch_300_478_1,branch,L_000300YORK10-000478SHARON0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    300 TO BUS    478 CIRCUIT 1
OPEN BRANCH FROM BUS    304 TO BUS    129 CIRCUIT 1,branch_304_129_1,branch,L_000304PIEDMONT0-000129GREENVILLE60C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    304 TO BUS    129 CIRCUIT 1
OPEN BRANCH FROM BUS    308 TO BUS    500 CIRCUIT 1,branch_308_500_1,branch,L_000308CALHOUNFALLS0-000500MCCORMICK0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    308 TO BUS    500 CIRCUIT 1
OPEN BRANCH FROM BUS    310 TO BUS    281 CIRCUIT 1,branch_310_281_1,branch,L_000310ANDERSON10-000281ANDERSON20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    310 TO BUS    281 CIRCUIT 1
OPEN BRANCH FROM BUS    312 TO BUS    267 CIRCUIT 1,branch_312_267_1,branch,L_000312JACKSON0-000267AIKEN10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    312 TO BUS    267 CIRCUIT 1
OPEN BRANCH FROM BUS    314 TO BUS    295 CIRCUIT 1,branch_314_295_1,branch,L_000314CROSSANCHOR0-000295BUFFALO0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    314 TO BUS    295 CIRCUIT 1
OPEN BRANCH FROM BUS    316 TO BUS      5 CIRCUIT 1,branch_316_5_1,branch,L_000316HICKORYGROVE0-000005SMYRNA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    316 TO BUS      5 CIRCUIT 1
OPEN BRANCH FROM BUS    318 TO BUS    336 CIRCUIT 1,branch_318_336_1,branch,L_000318GREATFALLS20-000336BLACKSTOCK0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    318 TO BUS    336 CIRCUIT 1
OPEN BRANCH FROM BUS    322 TO BUS     58 CIRCUIT 1,branch_322_58_1,branch,L_000322MAULDIN0-000058SIMPSONVILLE21C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    322 TO BUS     58 CIRCUIT 1
OPEN BRANCH FROM BUS    322 TO BUS    208 CIRCUIT 1,branch_322_208_1,branch,L_000322MAULDIN0-000208SIMPSONVILLE10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    322 TO BUS    208 CIRCUIT 1
OPEN BRANCH FROM BUS    324 TO BUS    129 CIRCUIT 1,branch_324_129_1,branch,L_000324GREENVILLE30-000129GREENVILLE60C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    324 TO BUS    129 CIRCUIT 1
OPEN BRANCH FROM BUS    324 TO BUS    322 CIRCUIT 1,branch_324_322_1,branch,L_000324GREENVILLE30-000322MAULDIN0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    324 TO BUS    322 CIRCUIT 1
OPEN BRANCH FROM BUS    332 TO BUS    471 CIRCUIT 1,branch_332_471_1,branch,L_000332CONVERSE0-000471SPARTANBURG20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    332 TO BUS    471 CIRCUIT 1
OPEN BRANCH FROM BUS    333 TO BUS    330 CIRCUIT 1,branch_333_330_1,branch,L_000333CONVERSE1-000330SPARTANBURG40C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    333 TO BUS    330 CIRCUIT 1
OPEN BRANCH FROM BUS    336 TO BUS     93 CIRCUIT 1,branch_336_93_1,branch,L_000336BLACKSTOCK0-000093BLAIR0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    336 TO BUS     93 CIRCUIT 1
OPEN BRANCH FROM BUS    338 TO BUS    459 CIRCUIT 1,branch_338_459_1,branch,L_000338FORTMILL30-000459FORTMILL20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    338 TO BUS    459 CIRCUIT 1
OPEN BRANCH FROM BUS    342 TO BUS     10 CIRCUIT 1,branch_342_10_1,branch,L_000342SILVERSTREET0-000010CHAPPELLS20C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    342 TO BUS     10 CIRCUIT 1
OPEN BRANCH FROM BUS    345 TO BUS    179 CIRCUIT 1,branch_345_179_1,branch,L_000345ORANGEBURG0-000179NORTH0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    345 TO BUS    179 CIRCUIT 1
OPEN BRANCH FROM BUS    345 TO BUS    415 CIRCUIT 1,branch_345_415_1,branch,L_000345ORANGEBURG0-000415GADSDEN0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    345 TO BUS    415 CIRCUIT 1
OPEN BRANCH FROM BUS    347 TO BUS    417 CIRCUIT 1,branch_347_417_1,branch,L_000347GREENVILLE20-000417TRAVELERSREST0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    347 TO BUS    417 CIRCUIT 1
OPEN BRANCH FROM BUS    349 TO BUS    403 CIRCUIT 1,branch_349_403_1,branch,L_000349CHAPPELLS10-000403NINETYSIX0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    349 TO BUS    403 CIRCUIT 1
OPEN BRANCH FROM BUS    356 TO BUS    208 CIRCUIT 1,branch_356_208_1,branch,L_000356FOUNTAININN0-000208SIMPSONVILLE10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    356 TO BUS    208 CIRCUIT 1
OPEN BRANCH FROM BUS    356 TO BUS    382 CIRCUIT 1,branch_356_382_1,branch,L_000356FOUNTAININN0-000382GRAYCOURT0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    356 TO BUS    382 CIRCUIT 1
OPEN BRANCH FROM BUS    358 TO BUS     48 CIRCUIT 1,branch_358_48_1,branch,L_000358STARR0-000048IVA0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    358 TO BUS     48 CIRCUIT 1
OPEN BRANCH FROM BUS    358 TO BUS     97 CIRCUIT 1,branch_358_97_1,branch,L_000358STARR0-000097ANDERSON40C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    358 TO BUS     97 CIRCUIT 1
OPEN BRANCH FROM BUS    358 TO BUS    310 CIRCUIT 1,branch_358_310_1,branch,L_000358STARR0-000310ANDERSON10C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    358 TO BUS    310 CIRCUIT 1
OPEN BRANCH FROM BUS    360 TO BUS    417 CIRCUIT 1,branch_360_417_1,branch,L_000360SPARTANBURG30-000417TRAVELERSREST0C1,/Users/omtailor/QCI/data/public_benchmarks/arpae_go/extracted/Challenge_1_Original_Dataset_2_Scenarios/Original_Dataset_Offline_Edition_2/Network_01O-020/scenario_1/case.con:OPEN BRANCH FROM BUS    360 TO BUS    417 CIRCUIT 1
