coefficient_scaling_factor,contains_challenge_penalty_components,degree,horizon,patch_ids,payload_name,payload_path,qci_executable,scenario,source_benchmark,source_payload_id,source_payload_path,term_count,variable_count
4e-05,True,3,6,"[""BUS12_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS12_MG__from__storm_forced_islanding_BUS12_MG.json,468,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,936,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,468,66
4e-05,True,3,6,"[""BUS2_MG"", ""BUS30_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS2_MG-BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS2_MG-BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS2_MG-BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS2_MG-BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,936,132
2.013248200057123e-05,True,3,6,"[""BUS2_MG"", ""BUS5_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,936,132
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,468,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,468,66
4e-05,True,3,6,"[""BUS30_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,468,66
2.013248200057123e-05,True,3,6,"[""BUS5_MG"", ""BUS7_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,936,132
2.013248200057123e-05,True,3,6,"[""BUS5_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,468,66
4e-05,True,3,6,"[""BUS7_MG""]",pglib_case30_ieee__storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,True,storm_forced_islanding,pglib_case30_ieee,storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,468,66
