response_path,request_path,job_id,response_mode,nonzero_coefficient_count,maximum_nonzero_coefficient,minimum_nonzero_coefficient,coefficient_dynamic_range
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_002/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_002/request.json,6a4c1b9208442f441bbb0510,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_003/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_003/request.json,6a4c1b9208442f441bbb0513,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_004/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_004/request.json,6a4c1b9308442f441bbb0515,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_005/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_005/request.json,6a4c1b9308442f441bbb051a,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_006/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_006/request.json,6a4c1b9408442f441bbb051c,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_007/request.json,6a4c1b9508442f441bbb051e,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_008/request.json,6a4c1b9508442f441bbb0521,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_009/request.json,6a4c1b9608442f441bbb0524,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_010/request.json,6a4c1b9708442f441bbb0529,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_011/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_011/request.json,6a4c1b9708442f441bbb052c,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_012/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_012/request.json,6a4c1b9808442f441bbb052e,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_013/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_013/request.json,6a4c1b9808442f441bbb0532,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_014/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_014/request.json,6a4c1b9908442f441bbb0534,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_015/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_015/request.json,6a4c1b9a08442f441bbb0538,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_016/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_016/request.json,6a4c1b9a08442f441bbb053b,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_017/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_017/request.json,6a4c1b9b08442f441bbb053e,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_018/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_018/request.json,6a4c1b9c08442f441bbb0540,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_019/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_019/request.json,6a4c1b9c08442f441bbb0543,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_020/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_020/request.json,6a4c209d08442f441bbb058a,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_021/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_021/request.json,6a4c20e108442f441bbb058d,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_022/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_022/request.json,6a4c213508442f441bbb0591,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_023/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_023/request.json,6a4c216808442f441bbb0594,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_024/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_024/request.json,6a4c218b08442f441bbb0596,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_025/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_025/request.json,6a4c21df08442f441bbb059b,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_026/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_026/request.json,6a4c21f108442f441bbb059d,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_027/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_027/request.json,6a4c221408442f441bbb059f,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_028/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_028/request.json,6a4c224708442f441bbb05a2,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_029/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_029/request.json,6a4c227a08442f441bbb05a5,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_030/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_030/request.json,6a4c22cf08442f441bbb05aa,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_031/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_031/request.json,6a4c230208442f441bbb05ad,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_032/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_032/request.json,6a4c232508442f441bbb05af,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_033/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_033/request.json,6a4c235808442f441bbb05b3,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_034/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_034/request.json,6a4c237a08442f441bbb05b5,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_035/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_035/request.json,6a4c23be08442f441bbb05b9,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_036/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_036/request.json,6a4c23f208442f441bbb05bc,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_037/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_037/request.json,6a4c242508442f441bbb05bf,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_038/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_038/request.json,6a4c244708442f441bbb05c1,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_039/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_039/request.json,6a4c246a08442f441bbb05c4,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_040/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_040/request.json,6a4c28d408442f441bbb05d1,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_041/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_041/request.json,6a4c290808442f441bbb05d4,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_042/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_042/request.json,6a4c294d08442f441bbb05d8,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_043/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_043/request.json,6a4c298108442f441bbb05db,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_044/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_044/request.json,6a4c29a308442f441bbb05dd,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_045/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_045/request.json,6a4c29e808442f441bbb05e2,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_046/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_046/request.json,6a4c2a0b08442f441bbb05e4,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_047/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_047/request.json,6a4c2a2d08442f441bbb05e6,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_048/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_048/request.json,6a4c2a6208442f441bbb05e9,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_049/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/pcc_failure_BUS3_MG-BUS4_MG/repeat_049/request.json,6a4c2a9508442f441bbb05ec,normalized_continuous_qudit,790,10000.0,1.74e-06,5747126436.781609
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_000/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_000/request.json,6a4c1b9008442f441bbb0509,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_001/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_001/request.json,6a4c1b9108442f441bbb050d,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_002/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_002/request.json,6a4c1b9208442f441bbb050f,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_003/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_003/request.json,6a4c1b9208442f441bbb0512,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_004/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_004/request.json,6a4c1b9308442f441bbb0517,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_005/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_005/request.json,6a4c1b9308442f441bbb0518,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_006/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_006/request.json,6a4c1b9408442f441bbb051d,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_007/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_007/request.json,6a4c1b9508442f441bbb0520,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_008/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_008/request.json,6a4c1b9508442f441bbb0523,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_009/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_009/request.json,6a4c1b9608442f441bbb0525,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_010/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_010/request.json,6a4c1b9708442f441bbb0528,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_011/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_011/request.json,6a4c1b9708442f441bbb052a,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_012/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_012/request.json,6a4c1b9808442f441bbb052d,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_013/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_013/request.json,6a4c1b9808442f441bbb0530,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_014/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_014/request.json,6a4c1b9908442f441bbb0535,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_015/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_015/request.json,6a4c1b9a08442f441bbb0537,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_016/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_016/request.json,6a4c1b9a08442f441bbb053a,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_017/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_017/request.json,6a4c1b9b08442f441bbb053d,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_018/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_018/request.json,6a4c1b9c08442f441bbb0541,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_019/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_019/request.json,6a4c1b9c08442f441bbb0544,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_020/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_020/request.json,6a4c20ac08442f441bbb058b,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_021/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_021/request.json,6a4c20f008442f441bbb058e,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_022/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_022/request.json,6a4c212408442f441bbb0590,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_023/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_023/request.json,6a4c215708442f441bbb0593,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_024/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_024/request.json,6a4c21ab08442f441bbb0598,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_025/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_025/request.json,6a4c21bd08442f441bbb0599,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_026/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_026/request.json,6a4c220108442f441bbb059e,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_027/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_027/request.json,6a4c223408442f441bbb05a1,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_028/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_028/request.json,6a4c226808442f441bbb05a4,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_029/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_029/request.json,6a4c228a08442f441bbb05a6,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_030/response.json,results/phase3/public_benchmarks/pglib_case5_pjm/qci/renewable_shortfall_BUS1_MG-BUS2_MG/repeat_030/request.json,6a4c22bd08442f441bbb05a9,normalized_continuous_qudit,790,10000.0,1.5e-06,6666666666.666666
